	reference	query	distance	pvalue	matching-hashes	percentage
2708	QCSM01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2709	QCSN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2710	QCSO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2711	QCSP01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2712	QCSQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2737	QCTP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2787	QCVN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2738	QCTQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2740	QCTS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2766	QCUS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2767	QCUT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2768	QCUU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2769	QCUV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2770	QCUW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2771	QCUX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2772	QCUY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2773	QCUZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2774	QCVA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2765	QCUR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2775	QCVB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2777	QCVD01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2778	QCVE01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2779	QCVF01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2780	QCVG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2781	QCVH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2782	QCVI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2783	QCVJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2784	QCVK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2785	QCVL01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2776	QCVC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2764	QCUQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2763	QCUP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2762	QCUO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2741	QCTT01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2742	QCTU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2743	QCTV01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2744	QCTW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2745	QCTX01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2746	QCTY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2747	QCTZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2748	QCUA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2749	QCUB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2750	QCUC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2751	QCUD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2752	QCUE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2753	QCUF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2754	QCUG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2755	QCUH01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2756	QCUI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2757	QCUJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2758	QCUK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2759	QCUL01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2760	QCUM01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2761	QCUN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2739	QCTR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2691	QCRQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2890	RGMM01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2892	RGNC01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
3028	VGPT01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3029	VGPU01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3030	VGPW01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3031	VGPX01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3032	VGQA01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3033	VGQC01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3034	VGQK01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3035	VGQL01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3036	VGQQ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3027	VGPR01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3037	VGQR01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3039	VGQW01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3040	VGQX01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3041	VHLJ01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3043	VIKW01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
3044	VIKX01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
3046	VIKZ01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
3048	VILB01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
3050	VILD01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
3052	VILF01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
3038	VGQS01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3026	VGPQ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3025	VGPP01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3024	VFLB01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
3002	SUTX01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3003	SUTY01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3004	SXXM01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
3005	SYAQ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
3007	UCND01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3008	UCNI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3009	UCNJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3010	UCNL01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3011	UCNM01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3012	UCNN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3013	UCNR01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3014	UCNU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3015	UCNV01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3016	UCNW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3017	UCNZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3018	UCOB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3019	VDFD01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3020	VDFE01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3021	VDFF01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3022	VDFG01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3023	VFEV01_Pseudomonas	./CENA71.fasta	1.0	1.0	0/1000	0.0
3053	VIRO01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3001	SUTW01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3054	VITZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3058	VLNZ01_Jacksonvillea	./CENA71.fasta	1.0	1.0	0/1000	0.0
3085	VXYH01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3086	VXYI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3087	VXYW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3088	VYAE01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3089	VYAY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3090	VYBD01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3091	VYDJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3092	VYDK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3093	VYDO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3084	VXWJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3094	VYFS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3099	WGLZ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
3102	WLWJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3103	WMIA01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
3104	WTFZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3105	WTGE01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3106	WTHF01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3107	WTHL01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3108	WTKN01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
3109	WVIC01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
3095	VYGA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3083	VXWH01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3082	VXWB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3081	VXTW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3059	VLTG01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3060	VMCY01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
3061	VMCZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3062	VNWP01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3063	VOBS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3064	VOIM01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3065	VRZC01_Geminocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3066	VRZD01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
3068	VTKW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3069	VTLA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3070	VTLB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3071	VTLE01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3072	VTLF01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3073	VTRR01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
3074	VUOE01_Maribacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
3075	VXJX01_Pseudomonas	./CENA71.fasta	1.0	1.0	0/1000	0.0
3076	VXNS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3077	VXPA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3078	VXQA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3079	VXRQ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3080	VXSZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3057	VLKB01_Calothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
2891	RGNA01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
3000	SUTV01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2998	SUTT01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2919	SEBC01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2920	SEBD01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2921	SELU01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
2930	SFAI01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2931	SFAJ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2932	SFAK01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2933	SFAL01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2934	SFAM01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2935	SFAN01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2918	SDBW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2936	SFAO01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2938	SFAQ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2939	SFAR01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2940	SFAS01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2941	SFAT01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2942	SFAU01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2943	SFAV01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2944	SFAW01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2945	SFAX01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2946	SFAY01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2937	SFAP01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2917	RSCN01_Nostoc	./CENA71.fasta	1.0	1.0	0/1000	0.0
2916	RSCM01_Trichormus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2915	RSCL01_Calothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
2893	RGQC01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2894	RGTV01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2895	RGUA01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2896	RGUW01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2897	RGVV01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2898	RGWF01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2899	RGWP01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2900	RGZL01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2901	RHAJ01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2902	RHBI01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2903	RHBM01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2904	RHBP01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2905	RHBZ01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
2906	RHGL01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2907	RHKP01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2908	RHLE01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2909	RJVW01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2910	RKRW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2911	RKSC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2912	RPQW01_Chroococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
2914	RSCK01_Chroococcidiopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2947	SFAZ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2999	SUTU01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2948	SFBA01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2950	SFBC01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2977	SHBT01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2978	SHBU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2979	SIHH01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2980	SJEE01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
2981	SKLP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2982	SKRX01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2984	SLAY01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2985	SLAZ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2986	SLGH01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2976	SHBS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2987	SLIG01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2989	SLQG01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2990	SMDP01_Geitlerinema	./CENA71.fasta	1.0	1.0	0/1000	0.0
2991	SMDQ01_Nodosilinea	./CENA71.fasta	1.0	1.0	0/1000	0.0
2992	SRLN01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2993	SRMM01_Aphanocapsa	./CENA71.fasta	1.0	1.0	0/1000	0.0
2994	SRMN01_Aphanocapsa	./CENA71.fasta	1.0	1.0	0/1000	0.0
2995	SRMO01_Aphanocapsa	./CENA71.fasta	1.0	1.0	0/1000	0.0
2996	SRRZ01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2997	SUTS01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2988	SLIY01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2975	SHAR01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2973	SFBZ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2972	SFBY01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2951	SFBD01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2952	SFBE01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2953	SFBF01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2954	SFBG01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2955	SFBH01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2956	SFBI01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2957	SFBJ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2958	SFBK01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2959	SFBL01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2960	SFBM01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2961	SFBN01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2962	SFBO01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2963	SFBP01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2964	SFBQ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2965	SFBR01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2966	SFBS01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2967	SFBT01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2968	SFBU01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2969	SFBV01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2970	SFBW01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2971	SFBX01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2949	SFBB01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2690	QCRP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2689	QCRO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2688	QCRM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2419	QCDV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2420	QCDW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2421	QCDX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2422	QCDY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2423	QCDZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2424	QCEA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2425	QCEB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2426	QCEC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2427	QCED01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2418	QCDU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2428	QCEE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2430	QCEG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2431	QCEH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2432	QCEI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2433	QCEJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2434	QCEK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2435	QCEL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2436	QCEN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2437	QCEO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2438	QCEP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2429	QCEF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2417	QCDT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2416	QCDS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2415	QCDR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2394	QCCP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2395	QCCQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2396	QCCR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2397	QCCS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2398	QCCT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2399	QCCU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2400	QCCV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2401	QCCW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2402	QCCX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2403	QCDF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2404	QCDG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2405	QCDH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2406	QCDI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2407	QCDJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2408	QCDK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2409	QCDL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2410	QCDM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2411	QCDN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2412	QCDO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2413	QCDP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2414	QCDQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2439	QCEQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2393	QCCO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2440	QCER01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2442	QCEW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2469	QCFX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2470	QCFY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2471	QCFZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2472	QCGA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2473	QCGB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2474	QCGC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2475	QCGD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2476	QCGE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2477	QCGF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2468	QCFW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2478	QCGG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2480	QCGL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2481	QCGM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2482	QCGN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2483	QCGO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
